Title,Year,Runtime,Director,Genres,Rate,Votes
Mommy,I 2014,139 min,Xavier Dolan,Drama,8.1,45375.0
Aurora,1927,94 min,F.W. Murnau,"Drama, Romance",8.1,44706.0
O Martirio de Joana D'Arc,1928,110 min,Carl Theodor Dreyer,"Biography, Drama, History",8.1,42904.0
1 - Nenokkadine,2014,170 min,Sukumar,"Action, Thriller",8.1,41851.0
Trono Manchado de Sangue,1957,110 min,Akira Kurosawa,"Drama, History",8.1,41561.0
O Samurai,1967,105 min,Jean-Pierre Melville,"Crime, Drama, Mystery",8.1,41186.0
Siga em Frente Munna Bhai,2006,144 min,Rajkumar Hirani,"Comedy, Drama, Romance",8.1,40008.0
Noites de Cabiria,1957,110 min,Federico Fellini,Drama,8.1,39986.0
Udaan,2010,134 min,Vikramaditya Motwane,Drama,8.1,39928.0
Adoraveis Mulheres,2019,135 min,Greta Gerwig,"Drama, Romance",8.1,37823.0
A Irmandade da Guerra,2004,140 min,Je-kyu Kang,"Action, Drama, War",8.1,36411.0
O Espelho,1975,107 min,Andrei Tarkovsky,"Biography, Drama",8.1,34914.0
Criancas Lobo,2012,117 min,Mamoru Hosoda,"Animation, Drama, Family",8.1,34213.0
Neon Genesis Evangelion: O Fim do Evangelho,1997,87 min,Hideaki Anno,"Animation, Action, Drama",8.1,32471.0
A Grande Ilusao,1937,113 min,Jean Renoir,"Drama, War",8.1,31923.0
A Fortaleza Escondida,1958,139 min,Akira Kurosawa,"Adventure, Drama",8.1,31143.0
Sanjuro,1962,96 min,Akira Kurosawa,"Action, Comedy, Crime",8.1,29415.0
Fitzcarraldo,1982,158 min,Werner Herzog,"Adventure, Drama",8.1,28797.0
A Infancia de Ivan,1962,95 min,Andrei Tarkovsky,"Drama, War",8.1,27957.0
Lanternas Vermelhas,1991,125 min,Yimou Zhang,"Drama, History, Romance",8.1,27376.0
Gritos e Sussurros,1972,91 min,Ingmar Bergman,Drama,8.1,27175.0
O Anjo Exterminador,1962,95 min,Luis Buñuel,"Drama, Fantasy",8.1,27110.0
A Loja da Esquina,1940,99 min,Ernst Lubitsch,"Comedy, Drama, Romance",8.1,25630.0
O Vento Sera Tua Heranca,1960,128 min,Stanley Kramer,"Biography, Drama, History",8.1,25571.0
A Embriaguez do Sucesso,1957,96 min,Alexander Mackendrick,"Drama, Film-Noir",8.1,25554.0
The Avengers: Os Vingadores,2012,143 min,Joss Whedon,"Action, Adventure, Sci-Fi",8.0,1215838.0
Guardioes da Galaxia,2014,121 min,James Gunn,"Action, Adventure, Comedy",8.0,992853.0
Piratas do Caribe: A Maldicao do Perola Negra,2003,143 min,Gore Verbinski,"Action, Adventure, Fantasy",8.0,982803.0
Deadpool,2016,108 min,Tim Miller,"Action, Adventure, Comedy",8.0,856082.0
Monstros S.A.,2001,92 min,Pete Docter,"Animation, Adventure, Comedy",8.0,769254.0
Quem Quer Ser um Milionario?,2008,120 min,Danny Boyle,"Drama, Romance",8.0,765764.0
O Exterminador do Futuro,1984,107 min,James Cameron,"Action, Sci-Fi",8.0,760426.0
Sin City: A Cidade do Pecado,2005,124 min,Frank Miller,"Crime, Thriller",8.0,724655.0
Donnie Darko,2001,113 min,Richard Kelly,"Drama, Sci-Fi, Thriller",8.0,713172.0
Perdido em Marte,2015,144 min,Ridley Scott,"Adventure, Drama, Sci-Fi",8.0,711798.0
Cisne Negro,2010,108 min,Darren Aronofsky,"Drama, Thriller",8.0,667855.0
O Regresso,2015,156 min,Alejandro G. Iñárritu,"Action, Adventure, Biography",8.0,654700.0
Kill Bill: Volume 2,2004,137 min,Quentin Tarantino,"Action, Crime, Thriller",8.0,644339.0
O Jogo da Imitacao,2014,114 min,Morten Tyldum,"Biography, Drama, Thriller",8.0,642352.0
X-Men: Dias de um Futuro Esquecido,2014,132 min,Bryan Singer,"Action, Adventure, Sci-Fi",8.0,637267.0
Os Incriveis,2004,115 min,Brad Bird,"Animation, Action, Adventure",8.0,624780.0
O Discurso do Rei,2010,118 min,Tom Hooper,"Biography, Drama, History",8.0,610895.0
Ratatouille,2007,111 min,Brad Bird,"Animation, Adventure, Comedy",8.0,602946.0
O Ultimato Bourne,2007,115 min,Paul Greengrass,"Action, Mystery, Thriller",8.0,588009.0
Feitico do Tempo,1993,101 min,Harold Ramis,"Comedy, Fantasy, Romance",8.0,553844.0
007: Cassino Royale,2006,144 min,Martin Campbell,"Action, Adventure, Thriller",8.0,553367.0
Os 12 Macacos,1995,129 min,Terry Gilliam,"Mystery, Sci-Fi, Thriller",8.0,551840.0
Tubarao,1975,124 min,Steven Spielberg,"Adventure, Drama, Thriller",8.0,522376.0
Ela,2013,126 min,Spike Jonze,"Drama, Romance, Sci-Fi",8.0,496195.0
Diamante de Sangue,2006,143 min,Edward Zwick,"Adventure, Drama, Thriller",8.0,474951.0
La La Land: Cantando Estacoes,I 2016,128 min,Damien Chazelle,"Comedy, Drama, Music",8.0,462215.0
Rain Man,1988,133 min,Barry Levinson,Drama,8.0,452824.0
As Vantagens de Ser Invisivel,2012,103 min,Stephen Chbosky,"Drama, Romance",8.0,433975.0
A Procura da Felicidade,2006,117 min,Gabriele Muccino,"Biography, Drama",8.0,419718.0
Clube de Compras Dallas,2013,117 min,Jean-Marc Vallée,"Biography, Drama",8.0,415227.0
Blade Runner 2049,2017,164 min,Denis Villeneuve,"Action, Drama, Mystery",8.0,410877.0
Bohemian Rhapsody,2018,134 min,Bryan Singer,"Biography, Drama, Music",8.0,405039.0
Zootopia,2016,108 min,Byron Howard,"Animation, Adventure, Comedy",8.0,402714.0
A Bela e a Fera,1991,84 min,Gary Trousdale,"Animation, Family, Fantasy",8.0,401464.0
Peixe Grande e suas Historias Maravilhosas,2003,125 min,Tim Burton,"Adventure, Drama, Fantasy",8.0,398353.0
O Magico de Oz,1939,102 min,Victor Fleming,"Adventure, Family, Fantasy",8.0,359721.0
Aladdin,1992,90 min,Ron Clements,"Animation, Adventure, Comedy",8.0,345154.0
O Exorcista,1973,122 min,William Friedkin,Horror,8.0,345020.0
O Estranho Mundo de Jack,1993,76 min,Henry Selick,"Animation, Family, Fantasy",8.0,278185.0
Magnolia,1999,188 min,Paul Thomas Anderson,Drama,8.0,276831.0
A Primeira Noite de um Homem,1967,106 min,Mike Nichols,"Comedy, Drama, Romance",8.0,243765.0
Perfume de Mulher,1992,156 min,Martin Brest,Drama,8.0,241990.0
"Noivo Neurotico, Noiva Nervosa",1977,93 min,Woody Allen,"Comedy, Romance",8.0,241858.0
Danca com Lobos,1990,181 min,Kevin Costner,"Adventure, Drama, Western",8.0,227710.0
Um Dia de Cao,1975,125 min,Sidney Lumet,"Biography, Crime, Drama",8.0,224053.0
O Irlandes,2019,209 min,Martin Scorsese,"Biography, Crime, Drama",8.0,218617.0
Antes do Por-do-Sol,2004,80 min,Richard Linklater,"Drama, Romance",8.0,217273.0
Gandhi,1982,191 min,Richard Attenborough,"Biography, Drama, History",8.0,211118.0
O Grande Mestre,2008,106 min,Wilson Yip,"Action, Biography, Drama",8.0,201128.0
Butch Cassidy,1969,110 min,George Roy Hill,"Biography, Crime, Drama",8.0,193242.0
Lion: Uma Jornada para Casa,2016,118 min,Garth Davis,"Biography, Drama",8.0,192397.0
A Novica Rebelde,1965,172 min,Robert Wise,"Biography, Drama, Family",8.0,191819.0
Por Um Punhado de Dolares,1964,99 min,Sergio Leone,"Drama, Western",8.0,184716.0
O Bebe de Rosemary,1968,137 min,Roman Polanski,"Drama, Horror",8.0,178947.0
A Luta pela Esperanca,2005,144 min,Ron Howard,"Biography, Drama, History",8.0,169700.0
O Gigante de Ferro,1999,86 min,Brad Bird,"Animation, Action, Adventure",8.0,162687.0
O Planeta dos Macacos,1968,112 min,Franklin J. Schaffner,"Adventure, Sci-Fi",8.0,159246.0
Akira,1988,124 min,Katsuhiro Ôtomo,"Animation, Action, Drama",8.0,149855.0
Reliquia Macabra,1941,100 min,John Huston,"Film-Noir, Mystery",8.0,143540.0
O Jovem Frankenstein,1974,106 min,Mel Brooks,Comedy,8.0,136690.0
Entre Facas e Segredos,2019,131 min,Rian Johnson,"Comedy, Crime, Drama",8.0,134976.0
JFK: A Pergunta que Nao Quer Calar,1991,189 min,Oliver Stone,"Drama, History, Thriller",8.0,134385.0
O Castelo no Ceu,1986,125 min,Hayao Miyazaki,"Animation, Adventure, Drama",8.0,133577.0
Dogville,2003,178 min,Lars von Trier,"Crime, Drama",8.0,130376.0
Uma Historia de Natal,1983,94 min,Bob Clark,"Comedy, Family",8.0,126495.0
Extraordinario,I 2017,113 min,Stephen Chbosky,"Drama, Family",8.0,122580.0
A Princesa e o Plebeu,1953,118 min,William Wyler,"Comedy, Romance",8.0,120597.0
O Fantasma do Futuro,1995,83 min,Mamoru Oshii,"Animation, Action, Crime",8.0,120251.0
Festim Diabolico,1948,80 min,Alfred Hitchcock,"Crime, Drama, Mystery",8.0,119663.0
Pacto Sinistro,1951,101 min,Alfred Hitchcock,"Crime, Film-Noir, Thriller",8.0,117300.0
Papillon,1973,151 min,Franklin J. Schaffner,"Biography, Crime, Drama",8.0,115946.0
Conflitos Internos,2002,101 min,Andrew Lau,"Crime, Drama, Mystery",8.0,114059.0
Operacao Invasao 2,2014,150 min,Gareth Evans,"Action, Crime, Thriller",8.0,107968.0
8½,1963,138 min,Federico Fellini,Drama,8.0,102131.0
O Escafandro e a Borboleta,2007,112 min,Julian Schnabel,"Biography, Drama",8.0,100062.0
Dancando no Escuro,2000,140 min,Lars von Trier,"Crime, Drama, Musical",8.0,96690.0
Todos os Homens do Presidente,1976,138 min,Alan J. Pakula,"Biography, Drama, History",8.0,96006.0
A Marca da Maldade,1958,95 min,Orson Welles,"Crime, Drama, Film-Noir",8.0,94603.0
Uma Rua Chamada Pecado,1951,122 min,Elia Kazan,Drama,8.0,94063.0
Meu Nome e Khan,2010,165 min,Karan Johar,Drama,8.0,93582.0
Persepolis,2007,96 min,Vincent Paronnaud,"Animation, Biography, Drama",8.0,84324.0
Na Corda Bamba,1996,135 min,Billy Bob Thornton,Drama,8.0,83802.0
As Vinhas da Ira,1940,129 min,John Ford,"Drama, History",8.0,82832.0
Sing Street: Musica e Sonho,2016,106 min,John Carney,"Comedy, Drama, Music",8.0,78744.0
O Mensageiro do Diabo,1955,92 min,Charles Laughton,"Crime, Drama, Film-Noir",8.0,77336.0
Uma Historia Real,1999,112 min,David Lynch,"Biography, Drama",8.0,76877.0
Tropa de Elite 2: O Inimigo Agora e Outro,2010,115 min,José Padilha,"Action, Crime, Drama",8.0,76499.0
Temporario 12,2013,96 min,Destin Daniel Cretton,Drama,8.0,76402.0
O Grande Golpe,1956,84 min,Stanley Kubrick,"Crime, Drama, Film-Noir",8.0,76270.0
Festa de Familia,1998,105 min,Thomas Vinterberg,Drama,8.0,74806.0
Mar Adentro,I 2004,126 min,Alejandro Amenábar,"Biography, Drama",8.0,74353.0
"Primavera, Verao, Outono, Inverno... e Primavera",2003,103 min,Ki-duk Kim,"Drama, Romance",8.0,72965.0
Desafio a Corrupcao,1961,134 min,Robert Rossen,"Drama, Sport",8.0,72190.0
Bajrangi Bhaijaan,2015,163 min,Kabir Khan,"Action, Comedy, Drama",8.0,66796.0
Doutor Jivago,1965,197 min,David Lean,"Drama, Romance, War",8.0,66269.0
Jojo Rabbit,2019,108 min,Taika Waititi,"Comedy, Drama, War",8.0,66226.0
Quem Tem Medo de Virginia Woolf?,1966,131 min,Mike Nichols,Drama,8.0,65940.0
Este Mundo e um Hospicio,1944,118 min,Frank Capra,"Comedy, Crime, Thriller",8.0,62874.0
No Calor da Noite,1967,110 min,Norman Jewison,"Crime, Drama, Mystery",8.0,62789.0
Muito Alem do Jardim,1979,130 min,Hal Ashby,"Comedy, Drama",8.0,62183.0
A Doce Vida,1960,174 min,Federico Fellini,"Comedy, Drama",8.0,61272.0
Asas do Desejo,1987,128 min,Wim Wenders,"Drama, Fantasy, Romance",8.0,60209.0
Kal Ho Naa Ho,2003,186 min,Nikkhil Advani,"Comedy, Drama, Romance",8.0,59450.0
As Diabolicas,1955,117 min,Henri-Georges Clouzot,"Crime, Drama, Horror",8.0,58521.0
Anatomia de um Crime,1959,161 min,Otto Preminger,"Crime, Drama, Mystery",8.0,55809.0
Sem Novidade no Front,1930,136 min,Lewis Milestone,"Drama, War",8.0,54767.0
Os Melhores Anos de Nossa Vida,1946,170 min,William Wyler,"Drama, Romance, War",8.0,54700.0
A Estrada da Vida,1954,108 min,Federico Fellini,Drama,8.0,54691.0
Onde Comeca o Inferno,1959,141 min,Howard Hawks,"Action, Drama, Western",8.0,52671.0
G.O.R.A.,2004,127 min,Ömer Faruk Sorak,"Adventure, Comedy, Sci-Fi",8.0,52185.0
Transporte Aereo,2016,130 min,Raja Menon,"Drama, History",8.0,50008.0
Baby,I 2015,159 min,Neeraj Pandey,"Action, Thriller",8.0,49897.0
O Encouracado Potemkin,1925,75 min,Sergei M. Eisenstein,"Drama, History, Thriller",8.0,49767.0
O Inferno Nº 17,1953,120 min,Billy Wilder,"Comedy, Drama, War",8.0,49107.0
"Aguirre, a Colera dos Deuses",1972,95 min,Werner Herzog,"Action, Adventure, Biography",8.0,48625.0
Perfect Blue,1997,81 min,Satoshi Kon,"Animation, Horror, Mystery",8.0,48306.0
Special Chabbis,2013,144 min,Neeraj Pandey,"Crime, Drama, Thriller",8.0,47186.0
Casa Vazia,2004,88 min,Ki-duk Kim,"Crime, Drama, Romance",8.0,46369.0
Assunto de Familia,2018,121 min,Hirokazu Koreeda,"Crime, Drama",8.0,45193.0
Ironias do Amor,2001,123 min,Jae-young Kwak,"Comedy, Drama, Romance",8.0,43345.0
Jogo Mortal,1972,138 min,Joseph L. Mankiewicz,"Mystery, Thriller",8.0,42877.0
Sussurros do Coracao,1995,111 min,Yoshifumi Kondô,"Animation, Drama, Family",8.0,42791.0
Gata em Teto de Zinco Quente,1958,108 min,Richard Brooks,Drama,8.0,42232.0
Procurando Elly,2009,119 min,Asghar Farhadi,"Drama, Mystery, Thriller",8.0,40454.0
Laura,1944,88 min,Otto Preminger,"Drama, Film-Noir, Mystery",8.0,39948.0
O Retorno,2003,110 min,Andrey Zvyagintsev,Drama,8.0,39639.0
Lua de Papel,1973,102 min,Peter Bogdanovich,"Comedy, Drama",8.0,39308.0
A Ultima Sessao de Cinema,1971,118 min,Peter Bogdanovich,"Drama, Romance",8.0,39190.0
Um Violinista no Telhado,1971,181 min,Norman Jewison,"Drama, Family, Musical",8.0,36597.0
Segredos e Mentiras,1996,136 min,Mike Leigh,"Comedy, Drama",8.0,34803.0
Central do Brasil,1998,110 min,Walter Salles,Drama,8.0,33808.0
Joias Brutas,2019,135 min,Benny Safdie,"Crime, Drama, Thriller",8.0,33022.0
Desencanto,1945,86 min,David Lean,"Drama, Romance",8.0,32990.0
As Oito Vitimas,1949,106 min,Robert Hamer,"Comedy, Crime",8.0,32814.0
O Conto da Princesa Kaguya,2013,137 min,Isao Takahata,"Animation, Adventure, Drama",8.0,30944.0
Nefes: Vatan Sagolsun,2009,128 min,Levent Semerci,"Action, Drama, Thriller",8.0,30313.0
Fuga do Passado,1947,97 min,Jacques Tourneur,"Crime, Drama, Film-Noir",8.0,30237.0
Vizontele,2001,110 min,Yilmaz Erdogan,"Comedy, Drama",8.0,30207.0
"Kagemusha, a Sombra de um Samurai",1980,180 min,Akira Kurosawa,"Drama, History, War",8.0,29739.0
"Adeus, Meninos",1987,104 min,Louis Malle,"Drama, War",8.0,29057.0
Marcados Pelo Sangue,1993,180 min,Taylor Hackford,"Crime, Drama",8.0,27391.0
Dev.D,2009,144 min,Anurag Kashyap,"Comedy, Drama, Romance",8.0,26977.0
Knockin' on Heaven's Door,1997,87 min,Thomas Jahn,"Action, Crime, Comedy",8.0,25933.0
A Regra do Jogo,1939,110 min,Jean Renoir,"Comedy, Drama",8.0,25034.0
Homem de Ferro,2008,126 min,Jon Favreau,"Action, Adventure, Sci-Fi",7.9,895919.0
Star Wars: O Despertar da Forca,2015,138 min,J.J. Abrams,"Action, Adventure, Sci-Fi",7.9,824543.0
Distrito 9,2009,112 min,Neill Blomkamp,"Action, Sci-Fi, Thriller",7.9,617538.0
No Limite do Amanha,2014,113 min,Doug Liman,"Action, Sci-Fi",7.9,566431.0
Star Trek,2009,127 min,J.J. Abrams,"Action, Adventure, Sci-Fi",7.9,564271.0
As Aventuras de Pi,2012,127 min,Ang Lee,"Adventure, Drama, Fantasy",7.9,552713.0
A Chegada,II 2016,116 min,Denis Villeneuve,"Drama, Mystery, Sci-Fi",7.9,546599.0
Thor: Ragnarok,2017,130 min,Taika Waititi,"Action, Adventure, Comedy",7.9,530620.0
Harry Potter e o Prisioneiro de Azkaban,2004,142 min,Alfonso Cuarón,"Adventure, Family, Fantasy",7.9,510568.0
Dunkirk,2017,106 min,Christopher Nolan,"Action, Drama, History",7.9,498014.0
Toy Story 2,1999,92 min,John Lasseter,"Animation, Adventure, Comedy",7.9,497061.0
A Identidade Bourne,2002,119 min,Doug Liman,"Action, Mystery, Thriller",7.9,486235.0
Todo Mundo Quase Morto,2004,99 min,Edgar Wright,"Comedy, Horror",7.9,486143.0
Filhos da Esperanca,2006,109 min,Alfonso Cuarón,"Drama, Thriller",7.9,440625.0
Edward Maos de Tesoura,1990,105 min,Tim Burton,"Drama, Fantasy, Romance",7.9,426331.0
O Abutre,2014,117 min,Dan Gilroy,"Crime, Drama, Thriller",7.9,426096.0
Sobre Meninos e Lobos,2003,138 min,Clint Eastwood,"Crime, Drama, Mystery",7.9,398926.0
Na Mira do Chefe,2008,107 min,Martin McDonagh,"Comedy, Crime, Drama",7.9,373245.0
Clube dos Cinco,1985,97 min,John Hughes,"Comedy, Drama",7.9,328825.0
Boyhood: Da Infancia a Juventude,I 2014,165 min,Richard Linklater,Drama,7.9,322971.0
Lunar,2009,97 min,Duncan Jones,"Drama, Mystery, Sci-Fi",7.9,320299.0
Cidade dos Sonhos,2001,147 min,David Lynch,"Drama, Mystery, Thriller",7.9,300057.0
O Lutador,2008,109 min,Darren Aronofsky,"Drama, Sport",7.9,281574.0
Os Intocaveis,1987,119 min,Brian De Palma,"Crime, Drama, Thriller",7.9,264052.0
Quase Famosos,2000,122 min,Cameron Crowe,"Adventure, Comedy, Drama",7.9,240635.0
Boogie Nights: Prazer Sem Limites,1997,155 min,Paul Thomas Anderson,Drama,7.9,226305.0
O Artista,I 2011,100 min,Michel Hazanavicius,"Comedy, Drama, Romance",7.9,221584.0
Deixa Ela Entrar,2008,114 min,Tomas Alfredson,"Drama, Horror, Romance",7.9,198789.0
Amor a Queima Roupa,1993,119 min,Tony Scott,"Crime, Drama, Romance",7.9,195106.0
O Pagamento Final,1993,144 min,Brian De Palma,"Crime, Drama, Thriller",7.9,190556.0
Brazil: O Filme,1985,132 min,Terry Gilliam,"Drama, Sci-Fi",7.9,179568.0
Me Chame pelo Seu Nome,2017,132 min,Luca Guadagnino,"Drama, Romance",7.9,174796.0
Os Irmaos Cara de Pau,1980,133 min,John Landis,"Adventure, Comedy, Crime",7.9,172686.0
Straight Outta Compton: A Historia do N.W.A.,2015,147 min,F. Gary Gray,"Biography, Drama, History",7.9,170334.0
Capitao Fantastico,2016,118 min,Matt Ross,"Comedy, Drama",7.9,169766.0
Heroi,2002,107 min,Yimou Zhang,"Action, Adventure, History",7.9,168990.0
O Homem da Terra,2007,87 min,Richard Schenkman,"Drama, Fantasy, Sci-Fi",7.9,164817.0
Toy Story 4,2019,100 min,Josh Cooley,"Animation, Adventure, Comedy",7.9,149020.0
Cartas de Iwo Jima,2006,141 min,Clint Eastwood,"Action, Adventure, Drama",7.9,148879.0
Antes da Meia-Noite,2013,109 min,Richard Linklater,"Drama, Romance",7.9,128841.0
Manhattan,1979,96 min,Woody Allen,"Comedy, Drama, Romance",7.9,125058.0
Isto e Spinal Tap,1984,82 min,Rob Reiner,"Comedy, Music",7.9,123239.0
Ilha dos Cachorros,2018,101 min,Wes Anderson,"Animation, Adventure, Comedy",7.9,121344.0
Spartacus,1960,197 min,Stanley Kubrick,"Adventure, Biography, Drama",7.9,116980.0
A Noite dos Mortos-Vivos,1968,96 min,George A. Romero,Horror,7.9,109233.0
Despertar dos Mortos,1978,127 min,George A. Romero,"Horror, Thriller",7.9,106297.0
O Servico de Entregas da Kiki,1989,103 min,Hayao Miyazaki,"Animation, Adventure, Drama",7.9,104266.0
Duble de Anjo,2006,117 min,Tarsem Singh,"Adventure, Drama, Fantasy",7.9,103531.0
Fale com Ela,2002,112 min,Pedro Almodóvar,"Drama, Mystery, Romance",7.9,99844.0
A Incrivel Aventura de Rick Baker,2016,101 min,Taika Waititi,"Adventure, Comedy, Drama",7.9,94774.0
Matar ou Morrer,1952,85 min,Fred Zinnemann,"Drama, Thriller, Western",7.9,92893.0
"Patton, Rebelde ou Heroi?",1970,172 min,Franklin J. Schaffner,"Biography, Drama, War",7.9,90191.0
O Profeta,2009,155 min,Jacques Audiard,"Crime, Drama",7.9,89737.0
Amor,2012,127 min,Michael Haneke,"Drama, Romance",7.9,87645.0
Interludio,1946,102 min,Alfred Hitchcock,"Drama, Film-Noir, Romance",7.9,87388.0
Nosferatu,1922,94 min,F.W. Murnau,"Fantasy, Horror",7.9,83714.0
A Liberdade e Azul,1993,94 min,Krzysztof Kieslowski,"Drama, Music, Mystery",7.9,81585.0
Faca a Coisa Certa,1989,120 min,Spike Lee,"Comedy, Drama",7.9,78713.0
King Kong,1933,100 min,Merian C. Cooper,"Adventure, Horror, Sci-Fi",7.9,75606.0
Rastros de Odio,1956,119 min,John Ford,"Adventure, Drama, Western",7.9,75496.0
A Beira do Abismo,1946,114 min,Howard Hawks,"Crime, Film-Noir, Mystery",7.9,75487.0
Meu Odio Sera Sua Heranca,1969,135 min,Sam Peckinpah,"Action, Adventure, Western",7.9,74058.0
Sob o Dominio do Mal,1962,126 min,John Frankenheimer,"Drama, Thriller",7.9,68835.0
Acossado,1960,90 min,Jean-Luc Godard,"Crime, Drama",7.9,67391.0
Ensina-me a Viver,1971,91 min,Hal Ashby,"Comedy, Drama, Romance",7.9,67312.0
Hannah e suas Irmas,1986,107 min,Woody Allen,"Comedy, Drama",7.9,63507.0
Meu Pe Esquerdo,1989,103 min,Jim Sheridan,"Biography, Drama",7.9,63293.0
Charada,1963,113 min,Stanley Donen,"Comedy, Mystery, Romance",7.9,62831.0
"Josey Wales, o Fora da Lei",1976,135 min,Clint Eastwood,Western,7.9,61988.0
Nupcias de Escandalo,1940,112 min,George Cukor,"Comedy, Romance",7.9,60092.0
Ondas do Destino,1996,159 min,Lars von Trier,Drama,7.9,59080.0
A Sombra de uma Duvida,1943,108 min,Alfred Hitchcock,Thriller,7.9,55662.0
A Voz do Coracao,2004,97 min,Christophe Barratier,"Drama, Music",7.9,54209.0
"4 Meses, 3 Semanas e 2 Dias",2007,113 min,Cristian Mungiu,Drama,7.9,53550.0
O Cacador,2008,125 min,Hong-jin Na,"Action, Crime, Thriller",7.9,52404.0
Levada da Breca,1938,102 min,Howard Hawks,"Comedy, Family, Romance",7.9,52292.0
Crimes e Pecados,1989,104 min,Woody Allen,"Comedy, Drama",7.9,51883.0
Meu Amigo Harvey,1950,104 min,Henry Koster,"Comedy, Drama, Fantasy",7.9,51012.0
Jejum de Amor,1940,92 min,Howard Hawks,"Comedy, Drama, Romance",7.9,50082.0
Contra a Parede,2004,121 min,Fatih Akin,"Drama, Romance",7.9,48389.0
Cinzas no Paraiso,1978,94 min,Terrence Malick,"Drama, Romance",7.9,48082.0
"Eu, Daniel Blake",2016,100 min,Ken Loach,Drama,7.9,47264.0
Nove Rainhas,2000,114 min,Fabián Bielinsky,"Crime, Drama, Thriller",7.9,47144.0
As Aventuras de Robin Hood,1938,102 min,Michael Curtiz,"Action, Adventure, Romance",7.9,45009.0
Jab We Met,2007,138 min,Imtiaz Ali,"Comedy, Drama, Romance",7.9,44060.0
Terra de Ninguem,I 2001,98 min,Danis Tanovic,"Drama, War",7.9,42881.0
Cowboy Bebop: O Filme,2001,115 min,Shin'ichirô Watanabe,"Animation, Action, Crime",7.9,40544.0
No Tempo das Diligencias,1939,96 min,John Ford,"Adventure, Drama, Western",7.9,39913.0
Monstros,1932,64 min,Tod Browning,"Drama, Horror",7.9,39815.0
De Ilusao Tambem se Vive,1947,96 min,George Seaton,"Comedy, Drama, Family",7.9,38439.0
Vidas Amargas,1955,118 min,Elia Kazan,Drama,7.9,38016.0
Amarcord,1973,123 min,Federico Fellini,"Comedy, Drama",7.9,36857.0
Era uma Vez na Anatolia,2011,157 min,Nuri Bilge Ceylan,"Crime, Drama",7.9,36685.0
O Discreto Charme da Burguesia,1972,102 min,Luis Buñuel,Comedy,7.9,35027.0
A Montanha Sagrada,1973,114 min,Alejandro Jodorowsky,"Adventure, Drama, Fantasy",7.9,33371.0
Ninja Scroll,1993,94 min,Yoshiaki Kawajiri,"Animation, Action, Adventure",7.9,32706.0
Farrapo Humano,1945,101 min,Billy Wilder,"Drama, Film-Noir",7.9,31561.0
C.R.A.Z.Y. - Loucos de Amor,2005,127 min,Jean-Marc Vallée,"Comedy, Drama",7.9,30595.0
O Amor e a Furia,1994,102 min,Lee Tamahori,"Crime, Drama",7.9,30109.0
Uma Noite na Opera,1935,96 min,Sam Wood,"Comedy, Music, Musical",7.9,29255.0
